Número do processo;Número da licença;Tipo da licença;Situação;Data do protocolo;Data de emissão;Data de vencimento da licença;Texto da licença;Extrato da licença;Órgão responsável;Código da tipologia;Descrição da tipologia;Potencial poluidor;Porte do empreendimento;Nome do empreendedor;CPF/CNPJ do empreendedor;Logradouro do empreendedor;Número do endereço do empreendedor;Distrito do empreendedor;Município do empreendedor;CEP do empreendedor;UF do empreendedor;Nome do empreendimento;Classe do empreendimento;CPF/CNPJ do empreendimento;Logradouro do empreendimento;Número do endereço do empreendimento;Distrito do empreendimento;Município do empreendimento;CEP do empreendimento;UF do empreendimento;Outros municípios;Bacia hidrográfica;Rio;Latitude;Longitude
280042008;28002830;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-07-15;2010-12-29;2015-12-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24930203013;"PRODUTOS PERIGOSOS; TRANSPORTE RODOVIÁRIO";3;N;;;;;;;;;GNV AROEIRAS LTDA;;07.141.961/0001-65;AVENIDA AROEIRAS;45   ;;ARARAQUARA;14800656;SP;;21;;;
280011109;28002997;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-08-19;2011-12-12;2016-12-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CONSTRUTORA BEMA LTDA;;55.864.698/0001-85;RODOVIA DO TRABALHADOR;     ;;MATÃO;15990000;SP;;21;;7612195;771873
280039410;28003135;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-02-01;2012-02-14;2014-02-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22930103008;"REBOQUES E SEMIRREBOQUES (EXCETO PARA CAMINHÕES); FABRICAÇÃO DE";3;S;;;;;;;;;REBOCAR INDUSTRIAL LTDA. EPP.;;02.337.890/0001-57;RODOVIA WASHINGTON LUIZ;     ;;MATÃO;15994500;SP;;21;;7602908;771255
280042510;28003237;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-01-06;2012-09-06;2015-09-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21011201001;"BOVINOS; ABATE DE";3;S;;;;;;;;;ABATEDOURO NOBRE LTDA;;24.941.868/0002-35;ESTRADA DA CANA - PROL. RUA HERMINIO BUZUTTI;     ;;TRABIJU;14935000;SP;;21;;7561000;775000
280010111;28003251;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-08;2012-08-24;2016-08-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22862300047;"TORRADORES INDUSTRIAIS PARA CAFÉ; FABRICAÇÃO DE";3;N;;;;;;;;;FABFER INDÚSTRIA E COMÉRCIO LTDA;;02.851.029/0001-02;RUA BERNARDO MONTEIRO;71   ;;ARARAQUARA;14808033;SP;;21;;;
280017412;28003624;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-06-25;2013-11-21;2017-11-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21421500004;"MEIAS-CALÇAS, INCLUSIVE ELÁSTICAS; FABRICAÇÃO DE";3;N;;;;;;;;;LUPO S.A;;43.948.405/0001-69;RODOVIA SP-310 / WASHINGTON LUIS  KM 276,5;     ;;ARARAQUARA;14803900;SP;;21;;7587750;787360
280017412;28003785;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-06-25;2014-06-30;2018-06-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21421500004;"MEIAS-CALÇAS, INCLUSIVE ELÁSTICAS; FABRICAÇÃO DE";3;N;;;;;;;;;LUPO S.A;;43.948.405/0001-69;RODOVIA SP-310 / WASHINGTON LUIS  KM 276,5;     ;;ARARAQUARA;14803900;SP;;21;;7587750;787360
280039211;28003286;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-07-18;2013-04-30;2015-04-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;RAIZEN ENERGIA S.A.;;08.070.508/0164-14;ESTRADA VICINAL FRANCISCO JOSE ZANIN;S/N  ;;ARARAQUARA;14800659;SP;;21;;7580061;790947
280014712;28003449;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-12-06;2013-04-06;2015-04-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22452100004;"FUNDIÇÃO DE METAIS NÃO FERROSOS; SERVIÇO DE";3;S;;;;;;;;;LCB METAIS LTDA - EPP;;13.322.940/0001-49;RUA SÃO FRANCISCO;37   ;;MOTUCA;14835000;SP;;73;;7618220;795419
280021812;28003516;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-04-23;2013-07-10;2015-07-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;RAIZEN ENERGIA S.A.;;08.070.508/0164-14;ESTRADA VICINAL FRANCISCO JOSE ZANIN;S/N  ;;ARARAQUARA;14800659;SP;;21;;7580061;790947
280009413;28003520;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-22;2013-07-10;2017-07-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28610101011;"HOSPITAL GERAL; PÚBLICO OU PARTICULAR";3;N;;;;;;;;;IRMANDADE DA SANTA CASA DE MISERICORDIA DE MATÃO;;52.314.861/0001-48;RUA SINHARINHA FROTA;556  ;;MATÃO;15990060;SP;;21;;7608528;772461
280009413;28004600;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-22;2017-06-23;2021-06-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28610101011;"HOSPITAL GERAL; PÚBLICO OU PARTICULAR";3;N;;;;;;;;;IRMANDADE DA SANTA CASA DE MISERICORDIA DE MATÃO;;52.314.861/0001-48;RUA SINHARINHA FROTA;556  ;;MATÃO;15990060;SP;;21;;7608528;772461
280020213;28003571;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-07-16;2013-09-13;2017-09-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22833000034;"MÁQUINAS, APARELHOS E IMPLEMENTOS PARA AGRICULTURA, N.E.; FABRICAÇÃO D";3;N;;;;;;;;;A. A. DE ALMEIDA EQUIPAMENTOS AGRO INDUSTRIAL LTDA;;02.647.585/0001-61;RUA ROMILDO SIQUEIRA LINS;157  ;;MOTUCA;14835000;SP;;73;;7231662;802831
280020213;28004088;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-07-16;2015-07-28;2019-07-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22833000034;"MÁQUINAS, APARELHOS E IMPLEMENTOS PARA AGRICULTURA, N.E.; FABRICAÇÃO D";3;N;;;;;;;;;A. A. DE ALMEIDA EQUIPAMENTOS AGRO INDUSTRIAL LTDA;;02.647.585/0001-61;RUA ROMILDO SIQUEIRA LINS;157  ;;MOTUCA;14835000;SP;;73;;7231662;802831
280038712;28003550;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-07-23;2013-08-27;2017-08-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22861500009;"MÁQUINAS PARA A INDUSTRIA METALÚRGICA; FABRICAÇÃO DE";3;N;;;;;;;;;CITROTEC INDÚSTRIA E COMÉRCIO LTDA;;03.727.941/0001-10;AVENIDA  MANOEL NIETO LOPEZ;1700 ;;ARARAQUARA;14804322;SP;;21;;7589239;786552
280018112;28003677;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-11-13;2014-01-29;2018-01-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21033301007;"SUCO CONCENTRADO DE LARANJA; PRODUÇÃO DE";3;N;;;;;;;;;LOUIS DREYFUS COMPANY SUCOS S/A;;00.831.373/0002-95;ESTRADA DA FAZENDA;6000 ;;MATÃO;15991294;SP;;21;;7604882;77385
280047313;28003696;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2014-01-27;2014-02-22;2017-02-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21099699004;"ALIMENTOS PARA FINS NUTRICIONAIS; PRODUÇÃO DE";3;N;;;;;;;;;SUPLEY LABORATÓRIO DE ALIMENTOS E SUPLEMENTOS NUTRICIONAIS LTDA;;07.578.713/0001-86;VIA AUGUSTO BAMBOZZI;1890 ;;MATÃO;15993200;SP;;21;;7605476;772502
280004813;28003928;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2014-01-31;2014-12-12;2018-12-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22942500005;PEÇAS E ACESSÓRIOS PARA OS SISTEMAS DE MARCHA E TRANSMISSÃO PARA VEÍCU;3;N;;;;;;;;;HDS MECPAR INDÚSTRIA E COMÉRCIO LTDA;;04.774.509/0001-42;RUA CIPRIANO FERREIRA;3701 ;;MATÃO;15991295;SP;;21;;7604700;773834
280001012;28003728;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2014-02-19;2014-05-21;2016-05-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA FÉ S.A.;;45.281.813/0001-35;ESTRADA DA ANTIGA FAZENDA ITAQUERÊ;     ;;NOVA EUROPA;14920000;SP;;21;;7585448;746886
290093000;29001618;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-09-28;2004-07-16;2009-07-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29001776;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-09-28;2004-12-01;2009-12-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29001208;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-09-28;2003-02-07;2008-02-07;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29002236;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-09-28;2005-09-06;2010-09-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290010601;29002533;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-03-08;2006-02-13;2008-02-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;SINTEQUÍMICA DO BRASIL LTDA;;10.576.411/0003-45;RODOVIA PRESIDENTE TANCREDO DE ALMEIDA NEVES;     ;;CAIEIRAS;7713000;SP;;2;;7415850;321331
290010601;29001272;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-03-08;2003-05-05;2005-05-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22099199020;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE;3;N;;;;;;;;;SINTEQUÍMICA DO BRASIL LTDA;;10.576.411/0003-45;RODOVIA PRESIDENTE TANCREDO DE ALMEIDA NEVES;     ;;CAIEIRAS;7713000;SP;;2;;7415850;321331
290030296;29004297;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-02-07;2009-05-27;2014-05-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21351100016;"TRAVESSEIROS E ALMOFADAS; CONFECÇÃO DE";3;N;;;;;;;;;PLOOMA INDUSTRIA E COMERCIO LTDA;;59.534.701/0001-53;RUA GIOVANNI GABRIELLI;423  ;;CAIEIRAS;7700000;SP;;2;;7412149;323368
290030296;29001488;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-02-07;2004-03-15;2009-03-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21351100016;"TRAVESSEIROS E ALMOFADAS; CONFECÇÃO DE";3;N;;;;;;;;;PLOOMA INDUSTRIA E COMERCIO LTDA;;59.534.701/0001-53;RUA GIOVANNI GABRIELLI;423  ;;CAIEIRAS;7700000;SP;;2;;7412149;323368
290072102;29001445;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2003-12-04;2008-12-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800014;POSTO DE ABASTECIMENTO DE VEÍCULOS;0;N;;;;;;;;;MAKRO ATACADISTA S.A.;;47.427.653/0022-40;RUA CARMINE GAETA;184  ;;SÃO PAULO;2063901;SP;;2;;;
290072102;29002599;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2006-02-08;2011-02-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800014;POSTO DE ABASTECIMENTO DE VEÍCULOS;0;N;;;;;;;;;MAKRO ATACADISTA S.A.;;47.427.653/0022-40;RUA CARMINE GAETA;184  ;;SÃO PAULO;2063901;SP;;2;;;
290004198;29001790;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-03-15;2004-12-08;2008-12-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;RENNER SAYERLACK S.A;;61.142.865/0006-91;AVENIDA JORDANO MENDES;1500 ;;CAJAMAR;7760000;SP;;2;;7416713;311232
290004198;29001575;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-03-15;2004-06-04;2008-06-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22071100021;TINTAS, VERNIZES, ESMALTES E LACAS, FABRICAÇÃO DE;3;N;;;;;;;;;RENNER SAYERLACK S.A;;61.142.865/0006-91;AVENIDA JORDANO MENDES;1500 ;;CAJAMAR;7760000;SP;;2;;7416713;311232
290048299;29003125;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-04-12;2007-02-23;2012-02-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290093000;29002998;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-06-28;2006-12-06;2011-12-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29006075;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-06-28;2013-02-01;2018-02-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29003664;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-06-28;2008-02-01;2013-02-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290093000;29004805;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-06-28;2010-08-31;2015-08-31;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100002;DEPÓSITOS DE LIXO E ATERROS SANITÁRIOS PARA DISPOSIÇÃO DE RESÍDUOS NÃO;3;N;;;;;;;;;CDR PEDREIRA CENTRO DE DISPOSICAO DE RESIDUOS LTDA;;04.434.120/0001-58;ESTRADA PROFESSOR EDMUNDO ROSSET;7450 ;;SÃO PAULO;2286000;SP;;2;;7410500;340500
290048299;29003221;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-05-29;2007-04-02;2012-04-02;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290031487;29003423;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-12-26;2007-08-24;2011-08-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22591800006;"EMBALAGENS METÁLICAS; FABRICAÇÃO DE";3;N;;;;;;;;;METALGRÁFICA ROJEK LTDA;;52.502.978/0001-55;AVENIDA PEDRO CELESTINO LEITE PENTEADO;55   ;;CAJAMAR;7760000;SP;;2;;7418249;312279
290031487;36004161;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-12-26;2009-09-10;2013-09-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22591800006;"EMBALAGENS METÁLICAS; FABRICAÇÃO DE";3;N;;;;;;;;;METALGRÁFICA ROJEK LTDA;;52.502.978/0001-55;AVENIDA PEDRO CELESTINO LEITE PENTEADO;55   ;;CAJAMAR;7760000;SP;;2;;7418249;312279
290048299;29003346;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-05-08;2007-07-06;2012-07-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290048299;29004735;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-06-15;2010-06-25;2015-06-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290048299;32006462;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-06-23;2012-06-29;2017-06-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290048299;32006107;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-06-23;2011-11-24;2016-11-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290048299;32005929;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-06-23;2011-08-25;2016-08-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000002;"RESÍDUOS CONTAMINADOS; TRATAMENTO E DISPOSIÇÃO DE";0;N;;;;;;;;;SOLVI ESSENCIS AMBIENTAL S.A.;;40.263.170/0013-17;VIA DE ACESSO NORTE KM 33 (ROD DOS BANDEIRANT;S/N  ;;CAIEIRAS;7721000;SP;;2;;7190008;123213
290041308;29005693;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-10;2012-05-16;2015-05-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21121600005;"ÁGUAS MINERAIS; EXTRAÇÃO, ENGARRAFAMENTO E GASEIFICAÇÃO DE";3;N;;;;;;;;;ASB BEBIDAS E ALIMENTOS LTDA;;09.285.874/0005-30;RODOVIA ANHANGUERA SP 330;0    ;;SÃO PAULO;5275000;SP;;2;;7409460;315120
30066798;3001555;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-01-26;2005-02-21;2009-02-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21742702001;"ABSORVENTES HIGIÊNICOS; FABRICAÇÃO DE";3;S;;;;;;;;;NEWBRANDS INDUSTRIA E COMERCIO LTDA EPP;;***.280.001-**;RUA H;570  ;;TAUBATÉ;12072390;SP;;61;;7190001;784000
30036998;3002242;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-05-18;2007-03-08;2012-03-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;0;N;;;;;;;;;SPE TREMEMBÉ AMBIENTAL S.A.;;42.972.930/0001-57;ESTRADA MUNICIPAL LUIZ MACEDO BARROSO;2630 ;;TREMEMBÉ;12120000;SP;;61;;7466126;436928
30036998;3002788;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-05-18;2008-10-20;2013-10-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;0;N;;;;;;;;;SPE TREMEMBÉ AMBIENTAL S.A.;;42.972.930/0001-57;ESTRADA MUNICIPAL LUIZ MACEDO BARROSO;2630 ;;TREMEMBÉ;12120000;SP;;61;;7466126;436928
30017399;3001113;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-06-07;2003-04-01;2007-04-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22949299009;"PEÇAS E ACESSÓRIOS NÃO-ELETRICOS, N.E., PARA VEÍCULOS AUTOMOTORES; FAB";3;N;;;;;;;;;AUTOCOM COMPONENTES AUTOMOTIVOS DO BRASIL LTDA.;;02.582.890/0001-12;RUA EURICO AMBROGI SANTOS;1200 ;;TAUBATÉ;12042010;SP;;61;;7451916;436164
10059693;30008397;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-11-28;2013-05-17;2018-05-17;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23701100005;"ESTAÇÕES DE TRATAMENTO DE ESGOTO (ETE); OPERAÇÃO DE";0;N;;;;;;;;;CIA DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP - E.T.E. SÃO MIGUEL;;43.776.517/0675-00;RUA JOAO LOPES MACIEL;465  ;;SÃO PAULO;8090040;SP;;2;;7402094;352116
30036295;3000271;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-12-27;2000-01-10;2000-04-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";;N;;;;;;;;;SÃO BENTO EXTRAÇÃO, COMÉRCIO E TRANSPORTE DE MINÉRIOS LTDA.;;59.669.580/0001-57;ESTRADA DA TATAUBA;S/N  ;;CAÇAPAVA;12280000;SP;;61;;;
30013393;3000328;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-01-19;2000-04-07;2004-07-28;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006001;"AREIA LAVADA PARA CONSTRUÇÃO; EXTRAÇÃO DE";3;N;;;;;;;;;AURICCHIO BARROS EXTRAÇÃO E COMÉRCIO DE AREIA E PEDRA LTDA;;67.280.008/0001-20;ESTRADA MUNICIPAL JOÃO MARCONDES DOS SANTOS;S/Nº ;;PINDAMONHANGABA;12425190;SP;;61;;7471000;459250
30005397;3000324;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-01-19;2000-04-06;2000-06-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";3;S;;;;;;;;;EXTRATORA DE AREIA ANDORINHA LTDA.;;13.328.579/0001-68;FAZENDA  MENINO JESUS;S/Nº ;;CAÇAPAVA;12280000;SP;;61;;;
30057298;3003067;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-05-09;2009-09-01;2014-09-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;0;N;;;;;;;;;SPE TREMEMBÉ AMBIENTAL S.A.;;42.972.930/0001-57;ESTRADA MUNICIPAL LUIZ MACEDO BARROSO;2630 ;;TREMEMBÉ;12120000;SP;;61;;7466126;436928
30057298;3002215;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-05-09;2007-01-23;2009-01-23;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000004;RESÍDUOS PERIGOSOS EM QUALQUER ESTADO FÍSICO (SÓLIDO, LÍQÜIDO, PASTOSO;0;N;;;;;;;;;SPE TREMEMBÉ AMBIENTAL S.A.;;42.972.930/0001-57;ESTRADA MUNICIPAL LUIZ MACEDO BARROSO;2630 ;;TREMEMBÉ;12120000;SP;;61;;7466126;436928
